id,price_doc
30474,5192460.23122
30475,7809770.86574
30476,5013116.65728
30477,5565217.67485
30478,5113502.20482
30479,9820414.45952
30480,4395803.78985
30481,4611475.81892
30482,3980779.0587
30483,5367681.48287
30484,7243552.80938
30485,5414694.44219
30486,4219478.25787
30487,4838342.57213
30488,5865354.91193
30489,5396730.48931
30490,19195115.246
30491,14115424.8349
30492,4950134.95576
30493,13023267.1556
30494,7352401.23558
30495,8554589.63044
30496,6892701.83114
30497,7832114.93736
30498,4054248.65157
30499,6937583.89295
30500,11495869.2646
30501,6334392.06643
30502,3688304.83769
30503,5099869.94318
30504,6234037.80058
30505,11519704.0232
30506,2826927.42781
30507,5200608.47274
30508,5566424.36564
30509,7244901.8392
30510,9149175.25032
30511,6524240.89481
30512,6720947.35807
30513,4330114.75684
30514,3102909.01058
30515,8951372.65734
30516,5963286.64785
30517,10558370.4847
30518,7490921.25074
30519,5461836.01487
30520,8863664.47118
30521,4783792.84369
30522,7224677.79507
30523,4585143.55034
30524,7795922.71759
30525,9259133.59756
30526,5130853.383
30527,5034730.34567
30528,6175697.71589
30529,6515420.08461
30530,5509384.63194
30531,13111154.719
30532,4072202.42354
30533,8546669.53992
30534,7059653.11185
30535,9238508.44924
30536,6445327.46543
30537,9879542.12608
30538,5420880.32236
30539,6348076.23403
30540,9349382.92608
30541,6861836.27067
30542,2284223.7577
30543,5407122.25225
30544,4741645.41096
30545,6885065.38406
30546,4423941.53167
30547,9454237.75217
30548,4566649.76425
30549,5316478.6602
30550,7684532.0878
30551,5659737.79746
30552,2223351.67465
30553,8004716.80203
30554,7963189.21747
30555,5937666.92138
30556,9842602.08846
30557,6350036.14089
30558,8175896.61405
30559,6969329.92109
30560,6138717.25695
30561,6956467.01881
30562,12363929.1628
30563,5304918.60835
30564,5552659.25424
30565,6319360.53163
30566,7413015.58583
30567,2248706.76021
30568,8225554.49386
30569,8360995.07884
30570,6438230.55973
30571,9423170.97958
30572,5069585.21044
30573,6999142.39982
30574,4992377.84967
30575,7827290.66044
30576,4243439.61018
30577,3666857.41019
30578,2804324.54806
30579,7474996.22652
30580,4369653.49337
30581,5283951.18452
30582,13637959.5837
30583,7053557.57498
30584,4592395.46375
30585,3342742.84549
30586,10273921.1949
30587,5755237.62199
30588,7308184.36583
30589,6461159.14503
30590,9161479.63156
30591,5407397.3084
30592,6488649.02326
30593,7716008.68534
30594,6348076.23403
30595,6549962.39895
30596,6785294.45038
30597,7185724.65704
30598,9349382.92608
30599,9427858.6965
30600,6322981.75279
30601,5779567.50149
30602,2211665.84497
30603,11203886.782
30604,3791877.67191
30605,7185004.81478
30606,11092370.8753
30607,5388085.07707
30608,8870276.76963
30609,5889434.68749
30610,3497342.86077
30611,5676347.15978
30612,7694677.97695
30613,8555683.7978
30614,14517202.0977
30615,5087138.11649
30616,5805924.94679
30617,6112004.07762
30618,4938634.89173
30619,4413170.63791
30620,2842084.01445
30621,7164889.86572
30622,8849933.91529
30623,5602095.28562
30624,6648220.30325
30625,7175183.18197
30626,6693037.88001
30627,7491908.48304
30628,6999142.39982
30629,5371966.80799
30630,4697820.19591
30631,6482539.36523
30632,5163279.13743
30633,5227633.3383
30634,12653958.1934
30635,9349382.92608
30636,5385987.99203
30637,8727309.01778
30638,6622001.86049
30639,7790215.05644
30640,4766060.67042
30641,6174918.73714
30642,6734532.41226
30643,6034994.94396
30644,9349382.92608
30645,6067800.02581
30646,5044968.26171
30647,4686457.10828
30648,15810074.015
30649,2882290.6614
30650,5447810.04345
30651,2856237.88286
30652,4671610.6547
30653,8523196.10406
30654,4569929.93919
30655,14734707.4899
30656,3951043.00472
30657,5323983.1856
30658,8755876.41229
30659,5494394.85464
30660,9062373.61509
30661,6954786.53904
30662,8694146.50919
30663,9701643.48277
30664,12640268.4934
30665,5926913.70293
30666,2581340.00794
30667,4410717.30112
30668,10097159.7538
30669,5021268.81299
30670,2612562.43869
30671,5794280.2507
30672,16235565.4683
30673,8105048.3984
30674,9246825.24126
30675,2284223.7577
30676,7608188.49358
30677,4512184.30354
30678,11083868.6631
30679,5351341.25142
30680,5314800.60044
30681,2693708.09315
30682,6980075.03694
30683,9349382.92608
30684,5098376.69821
30685,7866236.56722
30686,8979692.11472
30687,5531360.6375
30688,5102786.76331
30689,14294890.9159
30690,15810074.015
30691,5415126.28397
30692,4482079.90513
30693,11500616.7176
30694,6650269.98503
30695,7541684.99495
30696,5834394.79198
30697,11785923.1204
30698,5956793.53284
30699,6831332.45065
30700,5232620.19869
30701,9349382.92608
30702,6155576.26198
30703,4005575.78401
30704,12598075.8569
30705,7358819.56882
30706,17107790.9246
30707,3054402.05061
30708,9829203.10572
