id,price_doc
30474,5238171.719
30475,8060102.556
30476,5115383.2245
30477,5702277.094
30478,4920744.851
30479,8953927.284
30480,4170083.229
30481,4163450.64425
30482,4615583.3585
30483,4649871.9505
30484,6224610.2335
30485,4830714.2295
30486,3546476.844
30487,3742249.69225
30488,6019818.787
30489,6063499.22
30490,22064882.514
30491,19353896.588
30492,5648166.864
30493,13107063.197
30494,6678040.96
30495,10468038.502
30496,8178289.244
30497,8167780.1485
30498,4488747.4885
30499,8000031.003
30500,10872545.504
30501,6780934.282
30502,2995549.25875
30503,6499928.0445
30504,5541610.6975
30505,11057092.465
30506,3191545.955
30507,4641270.473
30508,5281548.706
30509,7393259.1325
30510,9088936.703
30511,6449029.8925
30512,6085050.379
30513,4150855.52125
30514,3414641.0165
30515,9574383.777
30516,5721166.985
30517,10926749.932
30518,8102875.9135
30519,4383533.4275
30520,6827870.056
30521,5660020.9255
30522,7447541.1335
30523,6334519.1155
30524,10423781.517
30525,11404647.255
30526,4817352.407
30527,4887445.406
30528,6500173.9675
30529,6500125.966
30530,6199940.015
30531,14140365.637
30532,4663301.8045
30533,10639173.633
30534,6532029.311
30535,9353096.017
30536,5765264.226
30537,11247252.273
30538,4739431.1875
30539,8556713.292
30540,9515505.987
30541,5957858.363
30542,2076176.97275
30543,5461878.9495
30544,6499998.812
30545,8385182.697
30546,4057091.353
30547,9577556.556
30548,4437275.9955
30549,4992747.7785
30550,11865906.98
30551,5029054.8765
30552,1790680.99763
30553,7000222.3245
30554,10692938.407
30555,6127817.809
30556,8933704.289
30557,7000145.497
30558,9317292.227
30559,6000168.0155
30560,6000135.777
30561,6659739.2455
30562,12226706.024
30563,4848488.5365
30564,7000055.7195
30565,6433888.348
30566,6865234.764
30567,1936984.60025
30568,9680745.511
30569,9593618.952
30570,6585392.526
30571,7361363.1075
30572,4757951.6575
30573,6349740.047
30574,5799824.9305
30575,7350331.1
30576,4765061.3075
30577,3995358.082
30578,3199064.624
30579,6828206.5945
30580,4334665.0265
30581,5400999.375
30582,12412795.573
30583,6729891.82
30584,4226595.2645
30585,2477225.32275
30586,9056653.098
30587,5659614.84
30588,7590359.7295
30589,7062601.716
30590,12290209.656
30591,5221399.851
30592,6200126.7395
30593,7583890.774
30594,6618382.7775
30595,5335375.4965
30596,6385469.586
30597,6349707.871
30598,9407889.004
30599,10335531.899
30600,4935535.7415
30601,5755384.408
30602,1700981.695
30603,11953530.528
30604,4467492.6965
30605,6587649.653
30606,23755726.44
30607,6683957.6135
30608,8520539.091
30609,6062510.6335
30610,2929557.07725
30611,5370389.044
30612,7000117.809
30613,8534542.846
30614,16432579.948
30615,7262896.493
30616,5478982.9935
30617,9082652.651
30618,4869970.615
30619,4162781.744
30620,2550857.41625
30621,8792546.221
30622,7462408.696
30623,6152451.4065
30624,6661336.586
30625,7928431.462
30626,6076023.6265
30627,7117366.507
30628,6278725.002
30629,5206426.8195
30630,4601375.1795
30631,6015308.402
30632,4028078.38225
30633,5748699.3835
30634,11264484.774
30635,9482468.014
30636,5232941.203
30637,9439930.97
30638,5759127.8255
30639,7500010.373
30640,4507444.214
30641,7955515.5115
30642,6419317.154
30643,7609911.051
30644,9404068.856
30645,7198482.548
30646,5141786.3515
30647,4643954.281
30648,23017419.678
30649,2066288.9255
30650,4908811.351
30651,3308452.42125
30652,4402835.6425
30653,7025036.3605
30654,4355437.066
30655,12510618.648
30656,3884982.74525
30657,6259513.1115
30658,10642521.316
30659,4637208.937
30660,8319262.471
30661,6526466.18
30662,8186886.7495
30663,16250545.999
30664,11819157.32
30665,6038385.6375
30666,2477979.79525
30667,4104755.00325
30668,8817179.552
30669,4834425.319
30670,2378163.9915
30671,6999915.7
30672,15543078.357
30673,10102511.172
30674,11251376.8
30675,2023829.64563
30676,6595349.758
30677,4158803.515
30678,19330691.554
30679,5575363.7605
30680,4977752.596
30681,2372505.881
30682,8719142.458
30683,9423395.44
30684,4525872.1105
30685,7271641.058
30686,9336582.762
30687,4954476.923
