id,price_doc
30474,5465307.6297
30475,7972102.72267
30476,5352403.62077
30477,6054223.29138
30478,5240474.03403
30479,9732228.29528
30480,4466213.6777
30481,4390128.29276
30482,4386896.96691
30483,5459779.42725
30484,6649902.52072
30485,5275891.2657
30486,4157024.94866
30487,4709606.33328
30488,6262065.10546
30489,5424358.72537
30490,20470120.7419
30491,13912745.3835
30492,5912192.75861
30493,11729547.3158
30494,7354031.24397
30495,10025489.9934
30496,6540473.082
30497,7122684.47376
30498,4128490.32448
30499,5478856.57766
30500,12231242.6921
30501,6658507.50708
30502,3503748.48437
30503,4138854.22665
30504,5814493.67783
30505,10759598.3263
30506,2837059.40452
30507,5137997.29132
30508,5633809.32885
30509,7293466.98629
30510,9317908.36071
30511,5410673.93069
30512,6180212.69654
30513,4438110.34104
30514,2861960.82351
30515,9385360.33441
30516,5929793.11509
30517,10140261.8771
30518,7306095.7411
30519,4459121.82137
30520,8077537.24699
30521,4467681.39181
30522,7188586.99616
30523,5860594.05696
30524,8117780.32763
30525,11117940.478
30526,5207602.56216
30527,4989361.9229
30528,6108764.43879
30529,6387662.21281
30530,6020604.10303
30531,12078114.0347
30532,4367640.63844
30533,10248549.9684
30534,7211926.34336
30535,9494261.42667
30536,5602399.81231
30537,9657857.52598
30538,5460836.68765
30539,6740232.86156
30540,9792545.26106
30541,6025331.96957
30542,2276796.93827
30543,4788315.64239
30544,5696234.86501
30545,8038597.31813
30546,4226045.89209
30547,9815691.71162
30548,4511357.32383
30549,5367053.86071
30550,9217671.51353
30551,5599719.57017
30552,2189388.14662
30553,6847977.8203
30554,8279589.72642
30555,6116660.79936
30556,9730405.38078
30557,6550780.12269
30558,8393869.83713
30559,6053815.49494
30560,6370691.23671
30561,6808084.92959
30562,12371396.9356
30563,4804590.05
30564,5862157.06255
30565,6993282.3348
30566,7156525.84705
30567,2248925.70431
30568,9824115.06223
30569,7876281.99456
30570,6297525.92309
30571,9121168.71997
30572,5170062.18406
30573,6541287.22246
30574,5834448.08212
30575,8146411.87706
30576,4942572.67958
30577,3536379.90649
30578,2867596.21795
30579,7313986.87981
30580,4367792.88948
30581,5349780.89122
30582,11845992.8889
30583,7194648.61648
30584,4393947.28237
30585,3408104.76324
30586,9576662.22388
30587,5352014.56589
30588,7346703.73202
30589,7319116.77486
30590,8822700.72032
30591,4791569.54588
30592,6608297.68371
30593,6890807.13437
30594,6411177.09658
30595,6122587.00599
30596,6766599.63819
30597,6671754.22111
30598,9571913.02364
30599,9163333.53111
30600,5530514.60218
30601,6364188.38801
30602,2214962.87545
30603,12179132.6638
30604,3899463.33318
30605,6807017.19514
30606,11009567.5029
30607,5463716.73996
30608,9481218.07404
30609,5743605.03958
30610,3396384.87029
30611,5626086.56872
30612,7904118.91469
30613,9408525.85408
30614,15818884.4592
30615,6088491.48957
30616,5739543.55347
30617,7774950.31832
30618,5149769.12522
30619,4596405.9638
30620,2792734.34447
30621,8169118.50226
30622,7867532.37718
30623,5403189.7094
30624,6257807.45065
30625,7334420.72563
30626,6094803.2586
30627,6660087.63635
30628,6499389.39433
30629,5483118.07308
30630,4637032.29809
30631,6580097.31751
30632,5020495.36716
30633,5166884.34854
30634,10933146.3354
30635,9626159.22186
30636,5704572.02411
30637,9166503.00629
30638,6373640.18905
30639,7870853.77147
30640,4685112.1882
30641,6797383.9498
30642,6702244.44191
30643,6227325.57631
30644,9571913.02364
30645,6841691.97425
30646,4865133.29512
30647,5102934.10558
30648,17195461.0676
30649,2761797.30283
30650,5411555.65216
30651,2871056.02884
30652,4693849.94114
30653,7214488.27158
30654,4515262.29026
30655,16235298.6266
30656,3909177.55454
30657,5968879.32454
30658,10080929.9303
30659,5349960.34289
