id,price_doc
30474,5284372.05081
30475,7794330.44582
30476,5144362.19563
30477,5889929.47683
30478,5231951.7522
30479,9879912.58708
30480,4422097.33422
30481,4500217.23655
30482,4226411.37298
30483,5595831.73839
30484,6847879.05101
30485,5332477.80799
30486,4130751.3273
30487,4805187.8988
30488,6173923.8823
30489,5370260.11732
30490,19099635.6359
30491,13716439.6017
30492,5959052.19854
30493,12208494.5103
30494,7327339.77036
30495,10279636.1887
30496,6188861.2021
30497,6775998.13461
30498,4202841.65426
30499,5445772.47493
30500,12022515.2891
30501,6497352.5132
30502,3534733.6013
30503,4472211.41988
30504,5853522.73708
30505,10638578.1936
30506,2811831.54552
30507,5131719.77738
30508,5699117.17697
30509,7298426.38774
30510,9334769.21542
30511,4921260.51547
30512,6203151.61175
30513,4347149.14218
30514,3050024.3256
30515,9405786.10223
30516,5932170.06742
30517,10399814.5388
30518,7821155.82922
30519,4537164.48705
30520,8379997.74568
30521,4710094.51213
30522,7358641.51931
30523,5825566.66871
30524,8202258.46903
30525,11427389.4025
30526,5221039.41139
30527,5128729.56118
30528,6473787.90922
30529,6313490.15861
30530,6137959.40456
30531,10561736.98
30532,4278187.86254
30533,10176499.3881
30534,7190478.46584
30535,9395907.75213
30536,5578408.53185
30537,10415609.4633
30538,5219348.9157
30539,6356837.48352
30540,9676584.87223
30541,6092286.66068
30542,2262469.53191
30543,4920394.71747
30544,5591031.72007
30545,8229287.47568
30546,4227347.62805
30547,10076140.1963
30548,4401330.53539
30549,5434515.55958
30550,8922471.77453
30551,5583746.06486
30552,2239300.06703
30553,6261041.17295
30554,8474363.7207
30555,6094466.59233
30556,9214622.8755
30557,6749508.08515
30558,8360222.89002
30559,6287739.63224
30560,6417298.77129
30561,6902990.3738
30562,12326872.6825
30563,4826598.20413
30564,5831535.89881
30565,6862110.08605
30566,7068009.80814
30567,2256359.71235
30568,9553519.27214
30569,7803810.46198
30570,6283468.70504
30571,8989421.15277
30572,5182472.68633
30573,6682055.6152
30574,5659253.01454
30575,7831108.54277
30576,4921145.85487
30577,3215415.77723
30578,2836839.47331
30579,7241889.54139
30580,4656201.71954
30581,5328865.10072
30582,12093831.3005
30583,7269465.24793
30584,4374395.72951
30585,3544136.91548
30586,9266223.20761
30587,5202037.7037
30588,7922669.36117
