id,price_doc
30474,5310330.98
30475,8127404.6592
30476,5199019.85
30477,5777374.17965
30478,4962051.1555
30479,9007059.6159
30480,4191460.35413
30481,4136785.6372
30482,4699369.89
30483,4624310.88485
30484,6233458.78355
30485,4771980.1503
30486,3524945.20927
30487,3892189.18
30488,5944276.3682
30489,6063326.272
30490,22185496.3278
30491,18752975.11
30492,5715571.5
30493,12472147.09
30494,6760594.9919
30495,10307730.67
30496,8813779.2898
30497,8139271.8458
30498,4536653.62
30499,8031803.1
30500,11202840.172
30501,6715971.53
30502,3105758.5448
30503,6428642.8
30504,5652765.22
30505,10642038.0974
30506,3279990.71628
30507,4662189.1723
30508,5248812.8288
30509,7453045.23
30510,9096542.5633
30511,6500650.0
30512,6235923.53
30513,4172023.1606
30514,3506166.83163
30515,9590104.9146
30516,5735711.5138
30517,10806883.5803
30518,8563685.2829
30519,4417341.69
30520,6898046.23565
30521,5881288.07
30522,7389472.37335
30523,6354235.36
30524,10706070.5
30525,11153315.22
30526,4843717.82335
30527,4807412.6932
30528,6674667.4
30529,6626662.6
30530,6140614.0
30531,14307230.58
30532,4709031.8561
30533,10314131.31
30534,6520004.9353
30535,9407000.606
30536,5747583.20085
30537,11500449.93
30538,4870987.05
30539,9061407.0501
30540,9493465.2516
30541,5717071.65
30542,2027151.6949
30543,5541254.07
30544,6500650.0
30545,8568556.77
30546,4143272.78585
30547,9752913.1938
30548,4398750.33105
30549,4916594.6103
30550,11973997.28
30551,5084384.88765
30552,1746397.74731
30553,7223022.23
30554,10732373.13
30555,6151718.61035
30556,9012816.1915
30557,7146214.55
30558,9210520.96
30559,6168616.8
30560,6136413.58
30561,6699569.89
30562,11988168.697
30563,4946921.6427
30564,7056405.57
30565,6200620.0
30566,6913642.2951
30567,1900936.19961
30568,9727172.62
30569,9813381.24
30570,6678467.78
30571,7295766.5037
30572,4780065.45875
30573,6503783.81335
30574,6000600.0
30575,7500750.0
30576,4826782.63
30577,4053805.34
30578,3182024.1706
30579,6935393.47
30580,4499949.95
30581,5400940.04
30582,12509550.83
30583,6858269.7584
30584,4422142.17
30585,2416350.86093
30586,9331410.0477
30587,5634543.89805
30588,7550855.01
30589,7264826.41
30590,12101310.01
30591,5121912.14
30592,6300630.0
30593,8260314.44885
30594,6702746.70765
30595,5500550.0
30596,5996545.09455
30597,6471604.59575
30598,9452794.1849
30599,10268526.75
30600,5071648.61415
30601,5940193.96
30602,1675494.90774
30603,11930275.9083
30604,4460646.02
30605,6687372.17035
30606,24983398.09
30607,6342534.19
30608,8501500.065
30609,6067746.21395
30610,3025091.4789
30611,5328008.7476
30612,7118511.78
30613,8743055.2181
30614,16339256.7623
30615,7260125.94
30616,5470032.9486
30617,9236123.52
30618,4841084.06
30619,4288828.84
30620,2486337.10885
30621,8839583.87
30622,7571757.1
30623,6200620.0
30624,6704050.83805
30625,7910203.44125
30626,6000600.0
30627,7000700.0
30628,6327311.6679
30629,5233723.32
30630,4786848.13695
30631,6042787.71835
30632,4035107.4704
30633,5648764.82
30634,11250424.93
30635,9451459.0514
30636,5274627.41
30637,9478810.7863
30638,5787478.69
30639,7500750.0
30640,4505611.01605
30641,7792470.1691
30642,6437143.65
30643,7721672.09
30644,9413857.2916
30645,7181718.1
30646,5228622.81
30647,4701148.56785
30648,23341109.8776
30649,2080908.07
30650,4920692.02
30651,3389631.67928
30652,4358458.8023
30653,7154483.3768
30654,4321469.60375
30655,12985091.3793
30656,3888363.7975
30657,6173317.27
30658,10761795.0719
30659,4666583.6117
30660,8382538.17
30661,6449368.8724
30662,8150488.46735
30663,16098309.67
30664,11977497.63
30665,5991669.60705
30666,2547710.24555
30667,4055713.28077
30668,8972474.1577
30669,4661384.0918
30670,2442344.21
30671,6916391.57
30672,15280227.87
30673,10214621.36
30674,11329232.81
30675,2014436.29849
30676,6645764.51
30677,4162716.23
30678,18524906.3054
30679,5639663.91
30680,4991334.58355
