id,price_doc
30474,5270600.0
30475,8108763.0
30476,5147100.0
30477,5737342.5
30478,4951297.5
30479,9007791.0
30480,4196229.0
30481,4189623.0
30482,4644300.0
30483,4678919.5
30484,6262758.5
30485,4860872.5
30486,3568953.25
30487,3765800.0
30488,6056872.0
30489,6100744.5
30490,22190218.0
30491,19465500.0
30492,5683000.0
30493,13184700.0
30494,6718766.5
30495,10530400.0
30496,8227060.5
30497,8217126.0
30498,4516700.0
30499,8054100.0
30500,10936724.0
30501,6822300.0
30502,3014669.25
30503,6500000.0
30504,5575700.0
30505,11122903.0
30506,3211884.75
30507,4670222.0
30508,5314262.0
30509,7438000.0
30510,9143432.0
30511,6500000.0
30512,6122300.0
30513,4176916.5
30514,3436290.0
30515,9631617.0
30516,5756404.0
30517,10991724.0
30518,8151484.5
30519,4410900.0
30520,6869425.0
30521,5694900.0
30522,7492774.0
30523,6373300.0
30524,10485500.0
30525,11472300.0
30526,4847341.5
30527,4917876.0
30528,6500000.0
30529,6561800.0
30530,6200000.0
30531,14222700.0
30532,4692401.5
30533,10702600.0
30534,6571951.5
30535,9409039.0
30536,5800794.0
30537,11313600.0
30538,4768800.0
30539,8607598.0
30540,9572425.0
30541,6000000.0
30542,2089831.875
30543,5500000.0
30544,6573400.0
30545,8435400.0
30546,4082528.5
30547,9634685.0
30548,4465077.5
30549,5023856.5
30550,11935800.0
30551,5060252.0
30552,1802553.125
30553,7076800.0
30554,10756400.0
30555,6165386.5
30556,8987231.0
30557,7000000.0
30558,9373200.0
30559,6050900.0
30560,6053000.0
30561,6700300.0
30562,12298952.0
30563,4878553.0
30564,7077900.0
30565,6500000.0
30566,6907019.5
30567,1949753.375
30568,9738500.0
30569,9650800.0
30570,6625500.0
30571,7406144.5
30572,4787570.5
30573,6388510.0
30574,5835400.0
30575,7394900.0
30576,4794600.0
30577,4020400.0
30578,3219517.75
30579,6869700.0
30580,4361800.0
30581,5434400.0
30582,12485700.0
30583,6770842.5
30584,4252900.0
30585,2493270.75
30586,9110791.0
30587,5694491.5
30588,7636400.0
30589,7105400.0
30590,12362600.0
30591,5253900.0
30592,6228900.0
30593,7629306.5
30594,6658678.0
30595,5368300.0
30596,6425034.5
30597,6388510.0
30598,9464133.0
30599,10397200.0
30600,4965981.0
30601,5790700.0
30602,1712255.5
30603,12024020.0
30604,4495400.0
30605,6627856.0
30606,23889800.0
30607,6725000.0
30608,8571841.0
30609,6099732.5
30610,2948268.25
30611,5403589.5
30612,7000000.0
30613,8585750.0
30614,16527652.0
30615,7307000.0
30616,5512788.5
30617,9136900.0
30618,4900300.0
30619,4188763.75
30620,2567438.0
30621,8845300.0
30622,7500000.0
30623,6200000.0
30624,6702019.0
30625,7976389.5
30626,6113400.0
30627,7160800.0
30628,6317195.0
30629,5238600.0
30630,4629906.5
30631,6052246.5
30632,4053382.0
30633,5784200.0
30634,11331100.0
30635,9539217.0
30636,5265300.0
30637,9496392.0
30638,5794700.0
30639,7500000.0
30640,4535647.5
30641,8003783.5
30642,6458500.0
30643,7655900.0
30644,9460307.0
30645,7242200.0
30646,5173500.0
30647,4672855.0
30648,23147836.0
30649,2079763.75
30650,4939300.0
30651,3329493.0
30652,4430444.5
30653,7067700.0
30654,4382676.0
30655,12583891.0
30656,3909469.25
30657,6300000.0
30658,10706038.0
30659,4666112.5
30660,8369300.0
30661,6566469.5
30662,8236363.0
30663,16344300.0
30664,11888800.0
30665,6075500.0
30666,2493982.0
30667,4130569.5
30668,8870049.0
30669,4864633.5
30670,2393500.0
30671,7000000.0
30672,15633836.0
30673,10162600.0
30674,11318000.0
30675,2037134.75
30676,6635600.0
30677,4184800.0
30678,19441896.0
30679,5609800.0
30680,5008658.5
30681,2387924.25
30682,8771500.0
30683,9479688.0
30684,4554100.0
30685,7315600.0
30686,9392525.0
30687,4985250.5
30688,4386016.5
30689,14079500.0
30690,25061786.0
30691,4376700.0
30692,5859000.0
30693,11384300.0
30694,5500000.0
30695,6884614.0
30696,6541800.0
30697,11956000.0
30698,7550100.0
30699,5813100.0
30700,4852697.5
30701,9461426.0
30702,6000000.0
30703,3765035.5
30704,11531429.0
30705,8843100.0
30706,23927992.0
30707,3515166.75
30708,13510500.0
30709,5966427.0
30710,6822800.0
30711,4565265.5
30712,3991103.25
30713,6242700.0
30714,6894300.0
30715,3860736.5
30716,9479688.0
30717,5927800.0
30718,8244100.0
30719,13839060.0
30720,7214900.0
30721,4613800.0
30722,7164562.5
30723,6040385.5
30724,12076929.0
30725,6707000.0
30726,11318900.0
30727,9641928.0
30728,11215809.0
30729,3279134.0
30730,6200000.0
30731,6332625.0
30732,4334000.0
30733,9715300.0
30734,6850779.5
30735,5452263.5
30736,5477692.0
30737,6500000.0
30738,5945100.0
30739,4216458.5
30740,6794433.0
30741,11179777.0
30742,4070488.5
30743,4908982.0
30744,9345027.0
30745,6733500.0
30746,5624001.5
30747,13984900.0
30748,16495624.0
30749,4670500.0
30750,6468693.0
30751,3183800.0
30752,7119948.0
30753,9752794.0
30754,5402200.0
30755,4926935.5
30756,6007049.5
30757,5164800.0
30758,10140600.0
30759,5774600.0
30760,4579856.5
30761,9566300.0
30762,6721612.0
30763,11895705.0
30764,6011525.0
30765,5852600.0
30766,3341099.75
30767,9595000.0
30768,4228200.0
30769,7073200.0
30770,6013452.0
30771,2754931.75
30772,8315700.0
30773,7988311.0
30774,5571471.5
30775,11898100.0
30776,5729400.0
30777,6202955.0
30778,8894500.0
30779,6500000.0
30780,7447000.0
30781,6475847.0
30782,5250400.0
30783,5591150.0
30784,3589789.5
30785,5219500.0
30786,4174136.75
30787,6060864.5
30788,5678314.5
30789,7354400.0
30790,6300000.0
30791,10023227.0
30792,6961066.0
30793,11629654.0
30794,13772600.0
30795,11035600.0
30796,11452600.0
30797,14431327.0
30798,2597783.75
30799,10302600.0
30800,13636500.0
30801,6110084.0
30802,20040300.0
30803,2714029.0
30804,3604905.25
30805,15118200.0
30806,6893930.5
30807,5921200.0
30808,10246410.0
30809,4849977.5
30810,11034000.0
30811,4300572.5
30812,5212600.0
30813,4798200.0
30814,2481663.5
30815,3720800.0
30816,7784900.0
30817,1775326.5
30818,7582700.0
30819,7778200.0
30820,5050400.0
30821,24152400.0
30822,8716500.0
30823,6874943.0
30824,3520034.25
30825,5255621.0
30826,10381000.0
30827,5481334.5
30828,5551200.0
30829,5397800.0
30830,8605333.0
